date,VTI,TLT,IEF,DBC,GLD,CASH
1996-04-30,0.0252,-0.0200422292311968,-0.0109550461896958,0.0248126130783148,-0.00848035132884062,0.00425
1996-05-31,0.0278,-0.00794539998292465,-0.00454123247837348,-0.0305170239596469,-0.00234186076110476,0.00424166666666667
1996-06-30,-0.0073,-0.00562183532529566,-0.00378536851205681,-0.0299167533818938,-0.0169928303523589,0.00429166666666667
1996-07-31,-0.0551,0.0144664669428911,0.00954478546690604,0.015553767766157,-0.00467204817400768,0.00435833333333333
1996-08-31,0.0318,0.0241417305199177,0.0189508363398845,0.00528122524425667,0.01011813179649,0.00441666666666667
1996-09-30,0.0545,-0.015264078978545,-0.00613732473093205,0.0204885736800631,-0.0108687233767911,0.004325
1996-10-31,0.0129,0.035019694817505,0.0228678420544359,0.0275418275418275,-0.00540272485253435,0.00436666666666667
1996-11-30,0.0666,0.0410428664179575,0.0233607210970488,-0.00826653306613223,-0.00844989109612404,0.00426666666666667
1996-12-31,-0.0124,-0.00219795049587391,-0.000526347345274343,0.0394038898711795,-0.0234219928543073,0.00430833333333333
1997-01-31,0.0541,-0.0224057584957144,-0.00984066438232694,-0.00315917375455643,-0.0376422764227642,0.0042
1997-02-28,-0.0009,0.0209758517743516,0.0137718982671963,-0.0614334470989761,-0.024020725972234,0.00430833333333333
1997-03-31,-0.0459,-0.0241288120931309,-0.0129638855952896,-0.0251948051948052,0.0150903110392984,0.00428333333333333
1997-04-30,0.0447,-0.00989415381563389,-0.00597848464097861,-0.03650413002931,-0.0208635342940792,0.0044
1997-05-31,0.0722,0.0251869725810071,0.0167624152846246,0.0425884955752214,-0.00182889656573881,0.00441666666666667
1997-06-30,0.0447,0.0253074645005981,0.0166706216389851,-0.0456233421750665,-0.00895765472312704,0.00433333333333333
1997-07-31,0.0774,0.0366334158324959,0.0199677992000219,0.000555864369093939,-0.0488907148726375,0.004225
1997-08-31,-0.0369,-0.00440911871803105,0.000133348345461376,0.0105555555555557,-0.000277692070348778,0.004325
1997-09-30,0.0578,0.015487776101255,0.0102903877193818,-0.00549752611324916,-0.00367272615042746,0.0044
1997-10-31,-0.0338,0.0256424578434118,0.0136241408424698,0.0212824765063573,0.00635028808624005,0.00423333333333333
1997-11-30,0.0338,0.025784563155719,0.0135425063682621,-0.0219215155615697,-0.0579616461969402,0.00425833333333333
1997-12-31,0.0181,0.0201054004480693,0.00889328100931981,-0.0686220254565579,-0.0565285583583846,0.0044
1998-01-31,0.0058,0.0272280144660969,0.0220757705674582,-0.0588235294117646,0.00124679642585024,0.00441666666666667
1998-02-28,0.0742,-0.00437557858100448,0.000600280363621318,-0.0126262626262625,0.0290210999654099,0.00431666666666667
1998-03-31,0.0515,-0.000807287038748815,-0.00160796414504767,-0.0322890025575449,-0.00521025916837548,0.00435833333333333
1998-04-30,0.0117,0.00616407136298139,0.00532895559918224,0.0145358440700363,0.0417314320470366,0.0043
1998-05-31,-0.0267,0.00384519553895166,0.00360953704578248,-0.000976880494952814,-0.0298095948619806,0.00423333333333333
1998-06-30,0.036,0.0296706916448256,0.0139403504472625,-0.0746414602346805,-0.0226680040120362,0.00428333333333333
1998-07-31,-0.0202,0.00718646526399186,0.00692995342992575,-0.00880591757661153,0.00188149972632745,0.00426666666666667
1998-08-31,-0.1562,0.0190736702779166,0.0138369751612948,-0.0291400142146411,-0.0299108819612797,0.00424166666666667
1998-09-30,0.0665,0.0387488972313207,0.0398217374794476,0.0475841874084919,0.0171412481081272,0.0042
1998-10-31,0.073,0.0142751538003106,0.0218341056282557,-0.0258560447239693,0.0240501072738597,0.00395
1998-11-30,0.0638,-0.0172857745382818,-0.0151303833704793,-0.0308464849354376,-0.00611631128983203,0.00339166666666667
1998-12-31,0.0653,0.0191807757373782,0.0116752434424435,-0.0547742413027388,-0.00829593363253089,0.003775
1999-01-31,0.0383,-0.00641285884892344,-0.00495404847755355,0.0350163316299923,-0.0157707076247944,0.00375
1999-02-28,-0.0373,-0.0204042176076872,-0.0134743981874686,-0.046543788795379,0.000870837397241253,0.00370833333333333
1999-03-31,0.0391,-0.0198054090512806,-0.0107595258824574,0.0530603734992583,-0.00476803675216653,0.0038
1999-04-30,0.0471,0.0107552902582611,0.00909797886434226,0.0870953053581198,-0.0116799552384949,0.00380833333333333
1999-05-31,-0.0212,-0.0249956969478144,-0.0161823451559967,0.00145321274608534,-0.0218668176349869,0.003675
1999-06-30,0.0517,-0.0263605236855344,-0.0184141693747684,0.0116600644894054,-0.0547315873245551,0.00385833333333333
1999-07-31,-0.0311,0.0143399084921578,0.0112671669348911,0.0771945485026848,-0.0200145421147297,0.00393333333333333
1999-08-31,-0.0098,-0.0115138670293393,-0.00685002009263706,0.0513752533308731,0.00238206810371766,0.00390833333333333
1999-09-30,-0.0238,-0.00241443543741472,0.00681250043429858,0.0533342961163015,0.031360785383147,0.00405833333333333
1999-10-31,0.0648,-0.0121250026527167,-0.0066281276392524,-0.00410237946277714,0.173679836821032,0.00401666666666667
1999-11-30,0.0377,0.0255662358869478,0.0142595263446136,0.045406051470209,-0.0564495365602472,0.00418333333333333
1999-12-31,0.081,-0.017567159966407,-0.00656660523202574,0.0243838295138503,-0.0344839347840917,0.00435833333333333
2000-01-31,-0.0433,-0.0127730485312847,-0.0123317675718477,0.0133237288234389,0.00441586886635825,0.00446666666666667
2000-02-29,0.0289,0.0411211655152267,0.00448095392197452,0.0506126765249439,0.0546567248171075,0.00458333333333333
2000-03-31,0.0568,0.0233846085299137,0.0172568853589951,-0.00584275922950206,-0.0449209631161209,0.004775
2000-04-30,-0.0593,0.0280944550001346,0.0188557369731308,-0.08589882711727,-0.023394671601662,0.00488333333333333
2000-05-31,-0.0389,-0.035745833206083,-0.0179449087409226,0.108184391417875,-0.0160892416604097,0.00485
2000-06-30,0.0508,0.0359584781735132,0.0256789455705282,0.0524961874313292,0.0383008103492133,0.00499166666666667
2000-07-31,-0.02,0.0143313041701774,0.0114414475579922,-0.0261714277401075,-0.0144892030938299,0.00488333333333333
2000-08-31,0.0753,0.0259331187912277,0.0147684189563369,0.0247881183389538,-0.025284988813523,0.00511666666666667
2000-09-30,-0.0493,-0.00301478026710169,0.00899797211699564,0.0718262516892352,-0.00287827449265865,0.00523333333333333
2000-10-31,-0.0222,0.0108349852794337,0.0129337451514408,-0.0301679350267472,-0.0134463607132418,0.00515
2000-11-30,-0.1019,0.0119788655840345,0.00828102874160737,0.0334826174978688,-0.0147777777777778,0.00524166666666667
2000-12-31,0.0168,0.0454245455150188,0.0337563602970274,-0.0413717377390884,0.0204503590090599,0.0053
2001-01-31,0.0379,0.00351085729107111,0.0131286674762761,-0.00360329900569334,-0.0219561613556823,0.00495
2001-02-28,-0.0965,0.00828453874633103,0.00602257760578894,-0.0277121427545725,-0.0136351651662963,0.00440833333333333
2001-03-31,-0.0683,0.0203456872873034,0.0171630655127887,-0.0662310158640136,0.00442967884828338,0.004175
2001-04-30,0.0832,-0.0295307167228878,-0.00469224096758075,0.017783685390357,-0.00969471162985192,0.00378333333333333
2001-05-31,0.01,-0.0114672061658039,-0.00798190672987995,0.0314179413527444,0.0456081081081081,0.00330833333333333
2001-06-30,-0.0166,0.0166601468443605,0.0101838307639525,-0.028033214655392,-0.00782053164928764,0.00308333333333333
2001-07-31,-0.0183,0.0131059658250193,0.00894996979665519,-0.0682453141085455,-0.00999148873182121,0.002975
2001-08-31,-0.0609,0.0251207079755161,0.0171476722822575,0.0155207447290937,0.0181661869696856,0.00299166666666667
2001-09-30,-0.0896,0.0106545782009744,0.0236529110382055,-0.0334763744333748,0.0404934101839276,0.00286666666666667
2001-10-31,0.027,0.0277832556217576,0.0157331350619854,-0.11090989269326,-0.00127019970362008,0.00224166666666667
2001-11-30,0.077,0.00567096829455982,-0.00296933862106829,-0.0286130127929127,-0.0243764572882074,0.00183333333333333
2001-12-31,0.0176,-0.0461844510795596,-0.0221573380291184,-0.00542233666800096,-0.0011225376593279,0.00159166666666667
2002-01-31,-0.013,0.0130965656010327,0.00817171892320984,0.0163262473703227,0.0205183976798984,0.00143333333333333
2002-02-28,-0.0217,0.0142857853323765,0.00871531756873806,0.0206151203821474,0.0496962807715535,0.0014
2002-03-31,0.0437,-0.0324993179242068,-0.0210849135026077,0.102168013163825,-0.00487309644670053,0.00146666666666667
2002-04-30,-0.0506,0.0143004090400774,0.0112929365676818,0.0446228284282417,0.0293137454941168,0.001525
2002-05-31,-0.0122,0.00956974174407756,0.0112221463374032,-0.000576908181802671,0.0390181049292984,0.00145833333333333
2002-06-30,-0.071,0.0238655414897429,0.0218637077944425,-0.0192473543549438,0.0212725364876467,0.00146666666666667
2002-07-31,-0.0804,0.0215474502317851,0.0218010372338915,0.0341331096623394,-0.0245656641135811,0.00144166666666667
2002-08-31,0.0064,0.0441006929713728,0.0291101445756579,0.0191583960676756,-0.00967155032078915,0.001425
2002-09-30,-0.102,0.0449113266198708,0.0266421096468884,0.0536188572515737,0.0286211564494294,0.001375
2002-10-31,0.0798,-0.0122570006688573,0.000455762090822761,0.0021919501969514,-0.00808422635833794,0.00138333333333333
2002-11-30,0.0608,-0.000836978108464268,-0.00318046157273754,-0.0600322429248542,0.0079289866060146,0.00134166666666667
2002-12-31,-0.0565,0.00796222981786403,0.00364660205430845,0.103357100327231,0.0402732942614474,0.00104166666666667
2003-01-31,-0.0247,0.00292197304694388,0.00486676007294658,0.0664052775216917,0.0751355748373101,0.00100833333333333
2003-02-28,-0.0179,0.0232159542318781,0.0122577267708058,0.0717043549492422,0.0059155016407042,0.000991666666666667
2003-03-31,0.0119,0.010430142270673,0.00969064935371537,-0.0716345114042204,-0.0513134802351172,0.000991666666666667
2003-04-30,0.0828,-0.00736518142925293,-0.00523437569213752,-0.101910303277949,-0.0363235941858758,0.000958333333333333
2003-05-31,0.0614,0.055040873210747,0.0279121227476685,0.0272005046806465,0.0838046194161739,0.000958333333333333
2003-06-30,0.0152,0.0276640993365978,0.0170653805973226,0.0280833426019407,0.00188088831909305,0.000908333333333333
2003-07-31,0.024,-0.0695360342668192,-0.0352690719506388,-0.00211583217922051,-0.0149627334770115,0.000783333333333333
2003-08-31,0.024,-0.0529327562169082,-0.0280320344884134,0.0293778442889703,0.0249216568856476,0.000766666666666667
2003-09-30,-0.0116,0.0266861807926393,0.0167389430505758,-0.0433458267950727,0.0533037957795024,0.000808333333333333
2003-10-31,0.0615,0.00434166666666667,0.00250599493055691,0.063582313366829,-6.59726345511036e-05,0.0008
2003-11-30,0.0142,0.00929106913898904,-0.00053126374958851,-0.00245259531498354,0.0290034835849255,0.000783333333333333
2003-12-31,0.0437,0.0117697484695252,0.00439461891072818,0.0587825895138545,0.0437100869431406,0.000791666666666667
2004-01-31,0.0222,0.0167985056683322,0.0117378691597146,0.0346534844002278,0.0167955513290234,0.000758333333333333
2004-02-29,0.0146,0.0130053005861473,0.00672648262463818,-0.00249955318268036,-0.0215327655707754,0.00075
2004-03-31,-0.0123,0.0323851406447668,0.0203580733326836,0.058055345006498,0.00441861499019458,0.000783333333333333
2004-04-30,-0.0173,-0.0504987080526666,-0.032475109013313,0.000592700964945791,-0.00837786198535895,0.000791666666666667
2004-05-31,0.0124,-0.0319194809251053,-0.0219022791846279,0.0647344381172226,-0.0483087834151664,0.0008
2004-06-30,0.0193,0.00575888603093816,0.00119997607681732,-0.0363199008977524,0.0223930960266194,0.000866666666666667
2004-07-31,-0.0394,0.0303690216091076,0.0180956823597039,0.0391793141855039,0.0145728681637116,0.001075
2004-08-31,0.0018,0.0255756465764594,0.0161809037368376,0.0478039184215548,0.00607650009671157,0.00113333333333333
2004-09-30,0.0171,0.027024362189482,0.0124098913228236,-0.000156726146472552,0.0118973309030985,0.00125
2004-10-31,0.0153,0.00915952415357061,0.003125,0.104944987785787,0.0374782555055211,0.0014
2004-11-30,0.0468,-0.00102566973959008,-0.00477727154301212,-0.0800600343338177,0.0449765021500057,0.00149166666666667
2004-12-31,0.0358,0.00534291642381001,0.000199309442363914,-0.0328845316394887,0.00615419630156477,0.00175833333333333
2005-01-31,-0.0259,0.0181435734197335,0.00085119571823592,0.063487358051064,-0.0408275443981733,0.00185
2005-02-28,0.0204,0.024730285114623,0.00330833333333333,0.0231443208524891,-0.00160366011838775,0.001975
2005-03-31,-0.0173,-0.0316148350865324,-0.0182294578378034,0.11473023385283,0.0248021731427897,0.00215
2005-04-30,-0.024,0.0220208498846879,0.0138406804736377,-0.014395678611029,-0.0106419269332719,0.00233333333333333
2005-05-31,0.0389,0.0287096153756616,0.0168111232936612,-0.0466451275705075,-0.0171468642904903,0.00236666666666667
2005-06-30,0.0081,0.0316545051665533,0.00814974705525363,0.0721663349090964,0.0208214320423445,0.00241666666666667
2005-07-31,0.0416,-0.013428499460171,-0.00886362289232279,0.0417066681948686,-0.0143455232354287,0.00253333333333333
2005-08-31,-0.009,-0.00279810828581279,-0.00383452423401907,0.0901887519769953,0.0316882578407884,0.00274166666666667
2005-09-30,0.0077,0.00639209704926093,0.00951939811654512,0.0269821705699589,0.0413719087525404,0.00293333333333333
2005-10-31,-0.0177,-0.0257437320388302,-0.0145174339514987,-0.0258480454791445,0.0303696102164686,0.00290833333333333
2005-11-30,0.0392,-0.00750918693562912,-0.00230207145454849,-0.0600945608882463,0.0144031257847448,0.00315833333333333
2005-12-31,0.0008,0.016865946576121,0.00791000530395074,0.0509881883130883,0.0701350631259623,0.00330833333333333
2006-01-31,0.0338,0.0142849384242304,0.00606501759231825,0.0302466826877428,0.0779596821780957,0.00330833333333333
2006-02-28,0.0004,-0.00639794700021635,-0.00763547680666365,-0.0347178975052209,0.00933139830940011,0.00361666666666667
2006-03-31,0.0184,-0.018819039973932,-0.00505671826784184,0.0141461876763844,0.00378021423616426,0.00378333333333333
2006-04-30,0.0109,-0.0340870010887484,-0.00954689664280339,0.0950428481256984,0.0961419368040886,0.00385833333333333
2006-05-31,-0.0313,-0.0114948602269497,-0.00113874467936749,0.0106255784002807,0.106017656508688,0.00393333333333333
2006-06-30,0.0005,0.0118084161024539,0.00127702622118794,-0.026583989503674,-0.117336128742821,0.00403333333333333
2006-07-31,-0.0037,0.00932478948780743,0.00598393602804464,0.0539669664473277,0.0630131930989946,0.0041
2006-08-31,0.0245,0.0255661849349436,0.0171438296608523,0.00676603356915972,-0.00176263590601389,0.00423333333333333
2006-09-30,0.0225,0.0231696562120917,0.0128909718156047,-0.110242106024665,-0.0543904216455129,0.00424166666666667
2006-10-31,0.0363,0.00284683006431758,0.00330912928038272,-0.0186698057037996,-0.0207393686913436,0.00410833333333333
2006-11-30,0.0212,0.0245733312353504,0.0104327949611191,0.0246071814313786,0.0717795076649936,0.00420833333333333
2006-12-31,0.0125,0.00398333333333333,0.00619253226456433,0.0299782961709261,0.00312825029825103,0.004225
2007-01-31,0.0182,-0.017440817785349,-0.0085985950536437,-0.0744783845204338,0.00218326397169855,0.00414166666666667
2007-02-28,-0.0158,0.00665013357729655,0.00632016875784157,0.057611795278566,0.0532015349369261,0.00425833333333333
2007-03-31,0.0114,0.0194126972069071,0.0164152512145335,0.0377184963622814,-0.0148177120549986,0.0043
2007-04-30,0.0393,-0.0136359718637564,-0.00335766319926944,0.0619488301248681,0.037369349285,0.00423333333333333
2007-05-31,0.0364,0.000353252408654028,-0.000286077444361887,0.00733150783158276,-0.0177488489301824,0.004175
2007-06-30,-0.0156,-0.0338066971209611,-0.0170964975426289,0.0285508551043006,-0.0174581528824684,0.00405833333333333
2007-07-31,-0.0332,0.0167606378401767,0.0112398272474549,0.0424607504576775,0.014824756733673,0.00395
2007-08-31,0.0136,0.0281681912219049,0.0278719942788833,-0.0515184433787789,4.65899185426721e-05,0.00413333333333333
2007-09-30,0.0354,0.0245194504729226,0.015741420115454,0.0617723611923808,0.070996722326502,0.0036
2007-10-31,0.0211,0.00530663101140873,0.00360833333333333,0.0660186515962982,0.0588659558017717,0.003325
2007-11-30,-0.0446,0.0391911060559821,0.0315752625949732,0.0777632101558277,0.0684385452502239,0.00333333333333333
2007-12-31,-0.006,0.0024981680626582,0.0111664177982363,-0.00580127619687187,-0.00377675355473761,0.00279166666666667
2008-01-31,-0.0612,0.0329885767618557,0.0297839596609008,0.0283314119699754,0.107559359215541,0.00255833333333333
2008-02-29,-0.0296,-0.0147242483455848,0.00898313046011799,0.0576122858790391,0.0367616724464503,0.00235
2008-03-31,-0.0077,0.0209725398377878,0.02027850247578,0.0733051165720475,0.050022877638247,0.00180833333333333
2008-04-30,0.0479,-0.00689793255447537,-0.0137534773365162,0.0545278026602483,-0.0606432653128659,0.00106666666666667
2008-05-31,0.0205,-0.0170729590217947,-0.0139988799259172,0.0828070835672345,-0.0231305752963873,0.00109166666666667
2008-06-30,-0.0826,-0.0141277381807113,-0.0136153591239018,0.0622343187911294,0.000928360919718818,0.00146666666666667
2008-07-31,-0.006,0.0195040760703418,0.0110891781632115,0.00344550740711114,0.0565313978378572,0.001575
2008-08-31,0.0166,0.0156062432496639,0.011637501144796,-0.127700475765959,-0.107203662164866,0.00138333333333333
2008-09-30,-0.092,0.0317018775530682,0.0159363889559375,-0.0996776111358447,-0.0108375793331545,0.00145833333333333
2008-10-31,-0.1712,-0.0134975800514771,0.0064458967244853,-0.213824849711654,-0.0280890482593755,0.000958333333333333
2008-11-30,-0.0771,0.0277510795621354,0.0260107092414595,-0.183153290989226,-0.0567268354367607,0.000575
2008-12-31,0.0177,0.162943454796963,0.0630114865961334,-0.142943512006485,0.0725873120390923,0.000158333333333333
2009-01-31,-0.0809,-0.0375067317198791,-0.00428087504272151,0.0363056643808739,0.0521975463550679,2.5e-05
2009-02-28,-0.1013,-0.0484455690143056,-0.0189289254513667,-0.0461903105747968,0.0981844437457056,0.000108333333333333
2009-03-31,0.0903,0.0101642482523939,-0.00576769907423543,0.0218720484888699,-0.0198589607635207,0.00025
2009-04-30,0.1018,-0.00517280223914835,-0.001179418654563,0.0362888511123727,-0.0368646492973396,0.000183333333333333
2009-05-31,0.0521,-0.0477443531528413,-0.0194086529289423,0.0905511737167646,0.0431869242866771,0.000133333333333333
2009-06-30,0.0043,-0.0344134776317824,-0.0323093984945442,0.106588148010923,0.0183331628340215,0.00015
2009-07-31,0.0775,0.0209594634052893,0.0171605838070024,-0.0455012334402529,-0.0120993581270422,0.00015
2009-08-31,0.0334,0.0102949911133674,-0.00174071152012256,0.0873016471678545,0.0162133868820031,0.00015
2009-09-30,0.0409,0.0292747841852851,0.0145823016992165,-0.0488491397692816,0.0497337722185649,0.000141666666666667
2009-10-31,-0.0253,0.000752448546726506,0.00628505600923469,0.0688769967892902,0.0467272933430065,0.0001
2009-11-30,0.0563,-0.00724835560377076,0.00498252989473682,0.0418245604728957,0.0804067261079087,5.83333333333333e-05
2009-12-31,0.0281,-0.0175996950939421,-0.00695050381711357,0.00911036774745422,0.00682143250082512,4.16666666666667e-05
2010-01-31,-0.0335,-0.00942937553097971,-0.00615630452453315,0.0337617140631228,-0.014770992770048,4.16666666666667e-05
2010-02-28,0.0339,0.00637385406091823,0.00829533652929509,-0.0306976135514443,-0.0201706138754144,5e-05
2010-03-31,0.0631,0.00242253176438919,0.000105619810558975,0.0330218354914591,0.0163627782398055,9.16666666666667e-05
2010-04-30,0.02,-0.00148351230939322,-0.00481779293334808,0.0461421313123651,0.0317522906361687,0.000125
2010-05-31,-0.0789,0.0606176529221779,0.0292025116898145,-0.0750011692459428,0.0494007075898764,0.000133333333333333
2010-06-30,-0.0555,0.025402524919587,0.0150800800627542,-0.0119378521407795,0.0228017460931085,0.000133333333333333
2010-07-31,0.0693,0.0241701132987453,0.0169391970439733,0.00806435379177928,-0.032405995522824,0.0001
2010-08-31,-0.0477,0.0431094319440169,0.0234011934725999,0.031087469422304,0.0191489112011576,0.000133333333333333
2010-09-30,0.0956,0.0101010114936974,0.00499502072773552,0.0185403783978464,0.0453746884792856,0.000133333333333333
2010-10-31,0.0388,-0.00424401225049939,0.0147826816116061,0.0532497819924944,0.0558995166710332,0.000125
2010-11-30,0.006,-0.0387331243839508,-0.00950314938432861,0.0357848140334349,0.0207611786376398,0.000108333333333333
2010-12-31,0.0683,-0.0439495911336355,-0.0389318224251054,0.0642082884173558,0.0150866568458983,0.000116666666666667
2011-01-31,0.0199,-0.0112066398178328,-0.00158428209737621,0.0519920676811334,-0.021641030582797,0.000116666666666667
2011-02-28,0.0349,-0.014893486037495,-0.012806129620183,0.0536837002806954,0.0104523470002793,0.000125
2011-03-31,0.0046,0.0237200224177285,0.0125732634361174,0.0467873796050524,0.0353391334710622,0.000108333333333333
2011-04-30,0.029,0.00222354952880072,-0.000189750331693582,0.0535319413859341,0.0404915475738798,8.33333333333333e-05
2011-05-31,-0.0127,0.04044952123166,0.0234283684836867,-0.0531521598694671,0.0213992936679968,5e-05
2011-06-30,-0.0174,0.0171272051160189,0.0162455380527416,-0.000485055374751964,0.0110936281056209,3.33333333333333e-05
2011-07-31,-0.0235,-0.00223677744249302,0.00255195283157351,0.0200575257885576,0.0283713448762881,3.33333333333333e-05
2011-08-31,-0.0595,0.106915697040319,0.0447187598910176,-0.0392488981181613,0.118429502463837,3.33333333333333e-05
2011-09-30,-0.0758,0.0649290518499547,0.0153037400721174,-0.00341697116053363,0.0074644260123593,1.66666666666667e-05
2011-10-31,0.1133,-0.00369637622487871,-0.0120011697338437,-0.027708255055259,-0.0596510433712912,8.33333333333333e-06
2011-11-30,-0.0027,0.025409502225275,0.0126268945092417,-0.00622825346730194,0.0435481838421055,1.66666666666667e-05
2011-12-31,0.0075,0.00997572232150996,0.00253603587669514,-0.0212826081005751,-0.0569465209890742,8.33333333333333e-06
2012-01-31,0.0505,-0.0023876718404241,0.00451700835478682,0.0228173115618628,0.00858552290590686,8.33333333333333e-06
2012-02-29,0.0442,-0.00540232571310607,0.00181531394012445,0.0527588273498567,0.0548774220851849,2.5e-05
2012-03-31,0.0312,-0.0262783201378876,-0.0114111682112876,0.0272766837907379,-0.039471120230167,7.5e-05
2012-04-30,-0.0085,0.0206963310089355,0.00992993015255082,-0.0271070391457696,-0.0159610966914288,6.66666666666667e-05
2012-05-31,-0.0616,0.0476246815747169,0.015914187513616,-0.0576401778988139,-0.0364782925054572,6.66666666666667e-05
2012-06-30,0.0389,0.0371748668539977,0.00975001581415725,-0.0967057006387506,0.00611690077027638,7.5e-05
2012-07-31,0.0079,0.0163957668640644,0.00764926972896782,0.0625615983163932,-0.00279591683554758,7.5e-05
2012-08-31,0.0255,-0.0266026279003019,-0.00991847483580066,0.0588459812814828,0.0225931292299393,8.33333333333333e-05
2012-09-30,0.0274,-0.0121095401525505,0.00229291467016216,0.00394815583018482,0.0702320417589293,8.33333333333333e-05
2012-10-31,-0.0175,-0.00105477117434748,-0.00107881316811566,-0.0110237183990901,0.00101443710203397,9.16666666666667e-05
2012-11-30,0.0079,0.0210800385871484,0.00566544767936634,-0.0145435017174843,-0.0142793344707942,8.33333333333333e-05
2012-12-31,0.0119,-0.0105736712524485,-0.00245604331716289,0.00343926600322231,-0.0214202736925259,7.5e-05
2013-01-31,0.0557,-0.0302813787443217,-0.0103974575326482,0.0193802164736492,-0.00766528086046581,5.83333333333333e-05
2013-02-28,0.0128,-0.0130283768057008,-0.00224567123050995,0.0200166826776369,-0.026484363825501,5.83333333333333e-05
2013-03-31,0.0404,0.00231666666666667,0.00312460705647061,-0.0454641815421096,-0.0211872973351744,8.33333333333333e-05
2013-04-30,0.0156,0.0381641138162553,0.0125018560448614,-0.0410654819507819,-0.0660534994139056,7.5e-05
2013-05-31,0.028,-0.0254691091341998,-0.00970989865134187,-0.00304594359222488,-0.0496219076647033,5e-05
2013-06-30,-0.012,-0.0482224933004233,-0.0251877336690333,-0.0067211740283678,-0.0499827504672139,3.33333333333333e-05
2013-07-31,0.0565,-0.0323331896720499,-0.0167854287190808,0.0197262953880089,-0.0430523302386496,4.16666666666667e-05
2013-08-31,-0.0271,-0.0229945852504917,-0.00868790987134832,0.0174614107657156,0.0515171992623475,3.33333333333333e-05
2013-09-30,0.0377,-0.00279513983200674,-0.00272344130030894,0.00218368434871663,-0.00232427386617817,3.33333333333333e-05
2013-10-31,0.0417,0.0246165779850859,0.0168089487615512,-0.0102924571046445,-0.0237431410351475,1.66666666666667e-05
2013-11-30,0.0311,-0.0143384222913738,-0.00352991313349049,-0.0100445937375195,-0.0309286180862538,4.16666666666667e-05
